School Name,Address,GSO Rating,Academic Progress,Test Scores,Equity Scores,School Types,Star Rating,Review Link,School Link,City
Menlo Avenue Elementary School,"4156 Menlo Avenue, Los Angeles, CA, 90037","5
",6,5,4,"['Elementary school', 'Public district']",3.5,https://www.greatschools.org/california/los-angeles/2236-Menlo-Avenue-Elementary-School/reviews/,https://www.greatschools.org/california/los-angeles/2236-Menlo-Avenue-Elementary-School/,Los Angeles
Ninety-Ninth Street Elementary School,"9900 Wadsworth Avenue, Los Angeles, CA, 90002","5
",5,6,5,"['Elementary school', 'Public district']",3.9,https://www.greatschools.org/california/los-angeles/2275-Ninety-Ninth-Street-Elementary-School/reviews/,https://www.greatschools.org/california/los-angeles/2275-Ninety-Ninth-Street-Elementary-School/,Los Angeles
Noble Avenue Elementary School,"8329 Noble Ave., Los Angeles, CA, 91343","5
",7,3,4,"['Elementary school', 'Public district']",3.6,https://www.greatschools.org/california/los-angeles/2281-Noble-Avenue-Elementary-School/reviews/,https://www.greatschools.org/california/north-hills/2281-Noble-Avenue-Elementary-School/,Los Angeles
Normandie Avenue Elementary School,"4505 South Raymond Avenue, Los Angeles, CA, 90037","5
",7,3,3,"['Elementary school', 'Public district']",2.7,https://www.greatschools.org/california/los-angeles/2282-Normandie-Avenue-Elementary-School/reviews/,https://www.greatschools.org/california/los-angeles/2282-Normandie-Avenue-Elementary-School/,Los Angeles
Norwood Street Elementary School,"2020 Oak Street, Los Angeles, CA, 90007","5
",8,2,3,"['Elementary school', 'Public district']",4.4,https://www.greatschools.org/california/los-angeles/2285-Norwood-Street-Elementary-School/reviews/,https://www.greatschools.org/california/los-angeles/2285-Norwood-Street-Elementary-School/,Los Angeles
One Hundred Sixteenth Street Elementary School,"11610 Stanford Avenue, Los Angeles, CA, 90059","5
",7,3,3,"['Elementary school', 'Public district']",N/A,N/A,https://www.greatschools.org/california/los-angeles/2297-One-Hundred-Sixteenth-Street-Elementary-School/,Los Angeles
One Hundred Twelfth Street Elementary School,"1265 East 112th Street, Los Angeles, CA, 90059","5
",9,3,3,"['Elementary school', 'Public district']",4,N/A,https://www.greatschools.org/california/los-angeles/2299-One-Hundred-Twelfth-Street-Elementary-School/,Los Angeles
One Hundred Twenty-Second Street Elementary School,"405 East 122nd Street, Los Angeles, CA, 90061","5
",4,5,5,"['Elementary school', 'Public district']",4.6,N/A,https://www.greatschools.org/california/los-angeles/2300-One-Hundred-Twenty-Second-Street-Elementary-School/,Los Angeles
Osceola Street Elementary School,"14940 Osceola St., Los Angeles, CA, 91342","5
",5,6,5,"['Elementary school', 'Public district']",3.8,N/A,https://www.greatschools.org/california/sylmar/2302-Osceola-Street-Elementary-School/,Los Angeles
Pacoima Charter Elementary School,"11016 Norris Ave., Los Angeles, CA, 91331","5
",6,5,5,"['Elementary school', 'Public charter']",4.9,https://www.greatschools.org/california/los-angeles/2307-Pacoima-Charter-Elementary-School/reviews/,https://www.greatschools.org/california/pacoima/2307-Pacoima-Charter-Elementary-School/,Los Angeles
Parthenia Street Elementary School,"16825 Napa St., Los Angeles, CA, 91343","5
",6,5,5,"['Elementary school', 'Public district']",3.7,https://www.greatschools.org/california/los-angeles/2316-Parthenia-Street-Elementary-School/reviews/,https://www.greatschools.org/california/north-hills/2316-Parthenia-Street-Elementary-School/,Los Angeles
Paseo Del Rey Natural Science Magnet,"7751 Paseo del Rey, Los Angeles, CA, 90293","5
",4,6,5,"['Elementary school', 'Public district']",4.3,https://www.greatschools.org/california/los-angeles/2317-Paseo-Del-Rey-Natural-Science-Magnet/reviews/,https://www.greatschools.org/california/playa-del-rey/2317-Paseo-Del-Rey-Natural-Science-Magnet/,Los Angeles
Pinewood Avenue Elementary School,"10111 Silverton Ave., Los Angeles, CA, 91042","5
",6,4,4,"['Elementary school', 'Public district']",2.7,https://www.greatschools.org/california/los-angeles/2321-Pinewood-Avenue-Elementary-School/reviews/,https://www.greatschools.org/california/tujunga/2321-Pinewood-Avenue-Elementary-School/,Los Angeles
Plummer Elementary School,"9340 Noble Ave., Los Angeles, CA, 91343","5
",7,4,4,"['Elementary school', 'Public district']",3.6,https://www.greatschools.org/california/los-angeles/2326-Plummer-Elementary-School/reviews/,https://www.greatschools.org/california/north-hills/2326-Plummer-Elementary-School/,Los Angeles
Ranchito Avenue Elementary School,"7940 Ranchito Ave., Los Angeles, CA, 91402","5
",3,6,6,"['Elementary school', 'Public district']",3.4,https://www.greatschools.org/california/los-angeles/2339-Ranchito-Avenue-Elementary-School/reviews/,https://www.greatschools.org/california/panorama-city/2339-Ranchito-Avenue-Elementary-School/,Los Angeles
Ritter Elementary School,"11108 Watts Avenue, Los Angeles, CA, 90059","5
",5,5,5,"['Elementary school', 'Public district']",4.5,N/A,https://www.greatschools.org/california/los-angeles/2347-Ritter-Elementary-School/,Los Angeles
"Rosewood Avenue Elementary School, School for Advanced Studies","503 N. Croft Ave., Los Angeles, CA, 90048","5
",4,7,6,"['Elementary school', 'Public district']",4.6,https://www.greatschools.org/california/los-angeles/2356-Rosewood-Avenue-Elementary-School-School-For-Advanced-Studies/reviews/,https://www.greatschools.org/california/los-angeles/2356-Rosewood-Avenue-Elementary-School-School-For-Advanced-Studies/,Los Angeles
Rowan Avenue Elementary School,"600 South Rowan Avenue, Los Angeles, CA, 90023","5
",6,4,4,"['Elementary school', 'Public district']",5,N/A,https://www.greatschools.org/california/los-angeles/2357-Rowan-Avenue-Elementary-School/,Los Angeles
Russell Elementary School,"1263 Firestone Boulevard, Los Angeles, CA, 90001","5
",5,5,5,"['Elementary school', 'Public district']",4.2,N/A,https://www.greatschools.org/california/los-angeles/2358-Russell-Elementary-School/,Los Angeles
Saticoy Elementary School,"7850 Ethel Ave., Los Angeles, CA, 91605","5
",6,5,4,"['Elementary school', 'Public district']",4,https://www.greatschools.org/california/los-angeles/2375-Saticoy-Elementary-School/reviews/,https://www.greatschools.org/california/north-hollywood/2375-Saticoy-Elementary-School/,Los Angeles
Saturn Street Elementary School,"5360 Saturn Street, Los Angeles, CA, 90019","5
",6,4,4,"['Elementary school', 'Public district']",2.1,https://www.greatschools.org/california/los-angeles/2376-Saturn-Street-Elementary-School/reviews/,https://www.greatschools.org/california/los-angeles/2376-Saturn-Street-Elementary-School/,Los Angeles
Seventy-Fourth Street Elementary School,"2112 West 74th Street, Los Angeles, CA, 90047","5
",5,4,5,"['Elementary school', 'Public district']",4.9,https://www.greatschools.org/california/los-angeles/2383-Seventy-Fourth-Street-Elementary-School/reviews/,https://www.greatschools.org/california/los-angeles/2383-Seventy-Fourth-Street-Elementary-School/,Los Angeles
Sixty-Sixth Street Elementary School,"6600 San Pedro Street, Los Angeles, CA, 90003","5
",5,5,5,"['Elementary school', 'Public district']",3.5,N/A,https://www.greatschools.org/california/los-angeles/2395-Sixty-Sixth-Street-Elementary-School/,Los Angeles
Sunny Brae Avenue Elementary School,"20620 Arminta St., Los Angeles, CA, 91306","5
",6,4,4,"['Elementary school', 'Public district']",3,https://www.greatschools.org/california/los-angeles/2409-Sunny-Brae-Avenue-Elementary-School/reviews/,https://www.greatschools.org/california/winnetka/2409-Sunny-Brae-Avenue-Elementary-School/,Los Angeles
Sunrise Elementary School,"2821 East 7th Street, Los Angeles, CA, 90023","5
",7,4,3,"['Elementary school', 'Public district']",5,N/A,https://www.greatschools.org/california/los-angeles/2410-Sunrise-Elementary-School/,Los Angeles
Sylmar Elementary School,"13291 Phillippi Ave., Los Angeles, CA, 91342","5
",4,5,5,"['Elementary school', 'Public district']",4.5,https://www.greatschools.org/california/los-angeles/2413-Sylmar-Elementary-School/reviews/,https://www.greatschools.org/california/sylmar/2413-Sylmar-Elementary-School/,Los Angeles
Taper Avenue Elementary School,"1824 Taper Ave., Los Angeles, CA, 90731","5
",4,8,5,"['Elementary school', 'Public district']",3.9,https://www.greatschools.org/california/los-angeles/2417-Taper-Avenue-Elementary-School/reviews/,https://www.greatschools.org/california/san-pedro/2417-Taper-Avenue-Elementary-School/,Los Angeles
Tarzana Elementary School,"5726 Topeka Dr., Los Angeles, CA, 91356","5
",6,4,5,"['Elementary school', 'Public district']",3.2,https://www.greatschools.org/california/los-angeles/2418-Tarzana-Elementary-School/reviews/,https://www.greatschools.org/california/tarzana/2418-Tarzana-Elementary-School/,Los Angeles
Toland Way Elementary School,"4545 Toland Way, Los Angeles, CA, 90041","5
",7,4,4,"['Elementary school', 'Public district']",4.7,https://www.greatschools.org/california/los-angeles/2425-Toland-Way-Elementary-School/reviews/,https://www.greatschools.org/california/los-angeles/2425-Toland-Way-Elementary-School/,Los Angeles
Twentieth Street Elementary School,"1353 East 20th Street, Los Angeles, CA, 90011","5
",6,5,5,"['Elementary school', 'Public district']",3,N/A,https://www.greatschools.org/california/los-angeles/2435-Twentieth-Street-Elementary-School/,Los Angeles
Van Ness Avenue Elementary School,"501 North Van Ness Avenue, Los Angeles, CA, 90004","5
",3,6,6,"['Elementary school', 'Public district']",4.5,https://www.greatschools.org/california/los-angeles/2446-Van-Ness-Avenue-Elementary-School/reviews/,https://www.greatschools.org/california/los-angeles/2446-Van-Ness-Avenue-Elementary-School/,Los Angeles
Van Nuys Elementary School,"6464 Sylmar Ave., Los Angeles, CA, 91401","5
",6,4,4,"['Elementary school', 'Public district']",3.3,https://www.greatschools.org/california/los-angeles/2447-Van-Nuys-Elementary-School/reviews/,https://www.greatschools.org/california/van-nuys/2447-Van-Nuys-Elementary-School/,Los Angeles
Victory Boulevard Elementary School,"6315 Radford Ave., Los Angeles, CA, 91606","5
",5,5,4,"['Elementary school', 'Public district']",3.4,https://www.greatschools.org/california/los-angeles/2459-Victory-Boulevard-Elementary-School/reviews/,https://www.greatschools.org/california/north-hollywood/2459-Victory-Boulevard-Elementary-School/,Los Angeles
Vine Street Elementary School,"955 Vine Street, Los Angeles, CA, 90038","5
",5,5,5,"['Elementary school', 'Public district']",5,N/A,https://www.greatschools.org/california/los-angeles/2461-Vine-Street-Elementary-School/,Los Angeles
West Vernon Avenue Elementary School,"4312 South Grand Avenue, Los Angeles, CA, 90037","5
",7,4,4,"['Elementary school', 'Public district']",3,N/A,https://www.greatschools.org/california/los-angeles/2470-West-Vernon-Avenue-Elementary-School/,Los Angeles
Weigand Avenue Elementary School,"10401 Weigand Avenue, Los Angeles, CA, 90002","5
",7,3,3,"['Elementary school', 'Public district']",3.5,N/A,https://www.greatschools.org/california/los-angeles/2479-Weigand-Avenue-Elementary-School/,Los Angeles
Westminster Avenue Elementary School,"1010 Abbott Kinney Blvd., Los Angeles, CA, 90291","5
",5,6,3,"['Elementary school', 'Public district']",4.7,https://www.greatschools.org/california/los-angeles/2483-Westminster-Avenue-Elementary-School/reviews/,https://www.greatschools.org/california/venice/2483-Westminster-Avenue-Elementary-School/,Los Angeles
Wilton Place Elementary School,"745 South Wilton Place, Los Angeles, CA, 90005","5
",6,5,4,"['Elementary school', 'Public district']",4,https://www.greatschools.org/california/los-angeles/2495-Wilton-Place-Elementary-School/reviews/,https://www.greatschools.org/california/los-angeles/2495-Wilton-Place-Elementary-School/,Los Angeles
UCLA Community School,"700 South Mariposa Avenue, Los Angeles, CA, 90005","5
",5,4,3,"['Elementary school', 'Middle school', 'High school', 'Public district']",5,N/A,https://www.greatschools.org/california/los-angeles/25186-UCLA-Community-School/,Los Angeles
Crown Preparatory Academy,"2055 West 24th Street, Los Angeles, CA, 90018","5
",6,4,3,"['Elementary school', 'Middle school', 'Public charter']",2.9,https://www.greatschools.org/california/los-angeles/25260-Crown-Preparatory-Academy/reviews/,https://www.greatschools.org/california/los-angeles/25260-Crown-Preparatory-Academy/,Los Angeles
Judith F. Baca Arts Academy,"1536 East 89th Street, Los Angeles, CA, 90002","5
",7,4,4,"['Elementary school', 'Public district']",5,N/A,https://www.greatschools.org/california/los-angeles/25362-Judith-F.-Baca-Arts-Academy/,Los Angeles
Stanley Mosk Elementary School,"7335 Lubao Ave., Los Angeles, CA, 91306","5
",5,5,5,"['Elementary school', 'Public district']",5,https://www.greatschools.org/california/los-angeles/25387-Stanley-Mosk-Elementary-School/reviews/,https://www.greatschools.org/california/winnetka/25387-Stanley-Mosk-Elementary-School/,Los Angeles
Ararat Charter School,"6555 Sylmar Ave., Los Angeles, CA, 91401","5
",6,6,4,"['Elementary school', 'Public charter']",4.8,https://www.greatschools.org/california/los-angeles/25398-Ararat-Charter-School/reviews/,https://www.greatschools.org/california/van-nuys/25398-Ararat-Charter-School/,Los Angeles
ISANA Cardinal Academy,"3580 Wilshire Boulevard, Los Angeles, CA, 90010","5
",6,4,4,"['Elementary school', 'Public charter']",4,N/A,https://www.greatschools.org/california/sun-valley/25741-Celerity-Cardinal-Charter/,Los Angeles
Los Angeles Leadership Primary Academy,"2670 Griffin Avenue, Los Angeles, CA, 90031","5
",7,3,4,"['Elementary school', 'Public charter']",5,N/A,https://www.greatschools.org/california/los-angeles/26433-Los-Angeles-Leadership-Primary-Academy/,Los Angeles
Citizens Of The World Charter School Silver Lake,"110 North Coronado Street, Los Angeles, CA, 90026","5
",5,6,3,"['Elementary school', 'Middle school', 'Public charter']",3.8,https://www.greatschools.org/california/los-angeles/26994-Citizens-Of-The-World-Charter-School-Silver-Lake/reviews/,https://www.greatschools.org/california/los-angeles/26994-Citizens-Of-The-World-Charter-School-Silver-Lake/,Los Angeles
Harry Bridges Span,"1235 BRd. Ave., Los Angeles, CA, 90744","5
",4,5,6,"['Elementary school', 'Middle school', 'Public district']",4.5,N/A,https://www.greatschools.org/california/wilmington/27017-Harry-Bridges-Span/,Los Angeles
KIPP Sol Academy,"4800 E. Cesar Chavez Ave., Los Angeles, CA, 90022","5
",4,5,5,"['Elementary school', 'Middle school', 'Public charter']",4.1,https://www.greatschools.org/california/los-angeles/27180-KIPP-Sol-Academy/reviews/,https://www.greatschools.org/california/los-angeles/27180-KIPP-Sol-Academy/,Los Angeles
Camino Nuevo Charter Academy,"697 South Burlington Avenue, Los Angeles, CA, 90057","5
",6,5,5,"['Elementary school', 'Middle school', 'Public charter']",4.4,https://www.greatschools.org/california/los-angeles/11741-Camino-Nuevo-Charter-Academy/reviews/,https://www.greatschools.org/california/los-angeles/11741-Camino-Nuevo-Charter-Academy/,Los Angeles
Multicultural Learning Center,"7510 DeSoto Ave., Los Angeles, CA, 91303","5
",7,4,3,"['Elementary school', 'Middle school', 'Public charter']",3.6,https://www.greatschools.org/california/los-angeles/11961-Multicultural-Learning-Center/reviews/,https://www.greatschools.org/california/canoga-park/11961-Multicultural-Learning-Center/,Los Angeles
Puente Charter School,"501 South Boyle Avenue, Los Angeles, CA, 90033","5
",3,6,6,"['Elementary school', 'Public charter']",5,N/A,https://www.greatschools.org/california/los-angeles/12161-Puente-Charter/,Los Angeles
